order_id,customer_id,order_date,order_total,order_status,channel
2000142,2158,2026-08-06,454.49,returned,mobile_app
2000143,41663,2026-08-22,24.93,placed,phone
2000144,25626,2026-08-14,434.42,returned,marketplace
2000145,38806,2026-08-07,417.21,returned,marketplace
2000146,6888,2026-07-29,105.87,delivered,mobile_app
2000147,4137,2026-08-19,342.11,placed,marketplace
2000148,25588,2026-08-17,298.75,placed,marketplace
2000149,18097,2026-08-14,448.1,shipped,mobile_app
2000150,18820,2026-08-05,332.44,placed,marketplace
2000151,9334,2026-08-20,208.6,shipped,marketplace
2000152,19878,2026-08-14,372.61,placed,marketplace
2000153,1926,2026-07-30,248.52,returned,web
2000154,32755,2026-07-30,154.25,placed,mobile_app
2000155,29736,2026-08-02,397.04,delivered,mobile_app
2000156,42138,2026-07-29,496.01,placed,web
2000157,985,2026-08-01,111.97,placed,phone
2000158,13274,2026-08-07,264.71,returned,phone
2000159,41648,2026-08-05,6.55,placed,mobile_app
2000160,10202,2026-08-07,218.55,shipped,phone
2000161,18909,2026-08-01,306.36,placed,marketplace
2000162,3706,2026-08-07,21.13,shipped,phone
2000163,24342,2026-07-28,381.06,shipped,marketplace
2000164,37610,2026-08-16,350.28,shipped,web
2000165,21606,2026-08-09,412.61,shipped,phone
2000166,44346,2026-08-19,92.89,delivered,phone
2000167,5202,2026-08-15,355.01,delivered,marketplace
2000168,31420,2026-08-27,280.6,placed,marketplace
2000169,15191,2026-08-22,452.61,placed,mobile_app
2000170,34641,2026-07-31,115.08,delivered,marketplace
2000171,25784,2026-08-16,203.54,delivered,marketplace
2000172,10874,2026-08-27,82.1,returned,phone
2000173,18195,2026-08-04,420.48,delivered,mobile_app
2000174,21479,2026-08-09,74.83,placed,phone
2000175,36356,2026-08-06,295.79,returned,mobile_app
2000176,32778,2026-08-24,397.72,returned,marketplace
2000177,27757,2026-08-10,161.53,shipped,web
2000178,5866,2026-08-20,487.26,shipped,phone
2000179,10270,2026-08-20,357.55,shipped,marketplace
2000180,5291,2026-08-22,34.47,placed,web
2000181,41322,2026-08-12,192.98,delivered,phone
2000182,22233,2026-08-11,8.43,shipped,phone
2000183,39090,2026-07-31,323.81,delivered,marketplace
2000184,48282,2026-07-28,88.47,shipped,phone
2000185,37271,2026-08-16,347.1,shipped,phone
2000186,29098,2026-08-13,95.73,returned,marketplace
2000187,35112,2026-08-13,309.25,placed,phone
2000188,2193,2026-07-28,460.54,returned,mobile_app
2000189,7950,2026-08-16,247.46,returned,phone
2000190,20603,2026-08-01,34.62,shipped,mobile_app
2000191,7978,2026-07-29,455.28,returned,web
2000192,7405,2026-08-23,296.43,shipped,mobile_app
2000193,14464,2026-08-03,385.67,placed,marketplace
2000194,46220,2026-08-26,479.3,shipped,web
2000195,12617,2026-08-20,470.06,shipped,mobile_app
2000196,33887,2026-08-03,8.19,returned,marketplace
2000197,31213,2026-08-16,415.19,delivered,marketplace
2000198,15984,2026-08-18,13.61,returned,web
2000199,10973,2026-08-09,477.75,shipped,phone
2000200,18505,2026-08-03,408.4,delivered,marketplace
2000201,12202,2026-08-05,339.86,delivered,marketplace
2000202,42243,2026-08-12,325.92,placed,phone
2000203,1880,2026-08-19,270.29,placed,marketplace
2000204,7084,2026-07-29,18.98,returned,marketplace
2000205,45220,2026-07-29,463.53,placed,mobile_app
2000206,24424,2026-08-16,185.86,delivered,marketplace
2000207,20966,2026-07-29,373.14,delivered,phone
2000208,10966,2026-08-08,414.8,delivered,web
2000209,5754,2026-08-06,243.49,placed,mobile_app
2000210,7305,2026-08-16,197.44,delivered,mobile_app
2000211,16096,2026-08-26,419.68,delivered,phone
2000212,11003,2026-08-01,327.28,delivered,marketplace
2000213,12496,2026-08-15,137.94,shipped,mobile_app
2000214,46541,2026-08-09,393.13,placed,web
2000215,10175,2026-08-26,156.07,delivered,phone
2000216,9501,2026-08-26,72.76,delivered,marketplace
2000217,16204,2026-08-17,463.26,placed,mobile_app
2000218,16603,2026-08-14,466.81,placed,mobile_app
2000219,66,2026-08-07,297.89,shipped,marketplace
2000220,32089,2026-08-15,183.12,shipped,mobile_app
2000221,28057,2026-08-01,257.25,delivered,phone
2000222,12884,2026-08-13,471.13,delivered,web
2000223,46851,2026-08-21,437.93,returned,mobile_app
2000224,6583,2026-08-10,353.21,placed,mobile_app
2000225,2052,2026-08-21,139.67,returned,web
2000226,4633,2026-08-25,89.11,shipped,web
2000227,8083,2026-08-25,39.09,placed,marketplace
2000228,24343,2026-08-03,190.46,returned,phone
2000229,39291,2026-08-26,217.03,returned,mobile_app
2000230,33593,2026-08-13,163.72,placed,marketplace
2000231,11409,2026-08-05,158.94,delivered,web
2000232,41798,2026-08-21,337.48,placed,marketplace
2000233,49074,2026-08-07,121.52,returned,web
2000234,17690,2026-07-31,279.04,shipped,web
2000235,2209,2026-08-22,242.84,placed,mobile_app
2000236,13223,2026-08-23,89.77,returned,web
2000237,38534,2026-07-29,475.35,delivered,web
2000238,15869,2026-08-21,417.4,placed,phone
2000239,44456,2026-08-08,229.61,delivered,marketplace
2000240,34015,2026-08-13,69.31,returned,marketplace
2000241,49282,2026-08-12,376.6,placed,mobile_app
2000242,4480,2026-07-31,451.85,placed,mobile_app
2000243,39471,2026-08-20,442.41,shipped,phone
2000244,49838,2026-08-06,149.09,placed,marketplace
2000245,25242,2026-08-22,337.18,placed,web
2000246,39343,2026-08-21,378.02,delivered,marketplace
2000247,8696,2026-07-28,81.5,returned,marketplace
2000248,37276,2026-07-31,234.27,shipped,marketplace
2000249,24417,2026-08-06,125.05,delivered,marketplace
2000250,14551,2026-08-08,256.03,placed,phone
2000251,45760,2026-08-09,66.96,delivered,marketplace
2000252,30105,2026-07-28,432.35,shipped,mobile_app
2000253,40793,2026-08-18,376.97,returned,marketplace
2000254,1154,2026-07-31,185.46,returned,mobile_app
2000255,40752,2026-08-10,139.72,placed,mobile_app
2000256,25502,2026-08-03,258.99,shipped,marketplace
2000257,12760,2026-08-23,414.68,placed,phone
2000258,6857,2026-08-08,440.48,delivered,phone
2000259,38287,2026-07-30,262.25,returned,web
2000260,40134,2026-08-25,230.23,delivered,mobile_app
2000261,22594,2026-08-17,55.89,placed,web
2000262,10571,2026-08-04,125.79,delivered,mobile_app
2000263,14996,2026-08-09,241.16,placed,marketplace
2000264,14316,2026-08-15,410.37,returned,marketplace
2000265,47213,2026-08-26,92.35,placed,web
2000266,25006,2026-08-22,268.77,shipped,mobile_app
2000267,37294,2026-08-14,446.51,placed,web
2000268,4490,2026-08-01,169.07,returned,mobile_app
2000269,15208,2026-08-01,254.79,placed,web
2000270,26176,2026-08-20,258.73,returned,mobile_app
2000271,36707,2026-08-02,367.14,returned,marketplace
2000272,47994,2026-08-22,227.05,shipped,mobile_app
2000273,26742,2026-08-13,243.55,delivered,phone
2000274,22981,2026-08-25,312.32,placed,mobile_app
2000275,32163,2026-08-11,340.6,placed,phone
2000276,44434,2026-07-30,216.25,placed,mobile_app
2000277,6118,2026-08-13,297.18,returned,phone
2000278,1211,2026-08-21,116.37,shipped,phone
2000279,11233,2026-08-23,326.11,delivered,phone
2000280,42611,2026-08-01,453.95,delivered,web
2000281,38331,2026-08-03,288.37,returned,web
2000282,49455,2026-08-21,209.34,returned,mobile_app
2000283,664,2026-07-30,161.07,delivered,mobile_app
2000284,17667,2026-08-16,65.44,returned,marketplace
2000285,30136,2026-08-16,314.0,returned,mobile_app
2000286,1830,2026-08-25,412.77,placed,marketplace
2000287,32829,2026-08-01,148.56,placed,web
2000288,30974,2026-08-22,82.56,delivered,phone
2000289,21532,2026-08-26,100.64,delivered,phone
2000290,37310,2026-08-09,297.24,returned,web
2000291,13219,2026-08-08,435.99,returned,mobile_app
2000292,14197,2026-08-22,359.21,returned,marketplace
2000293,7686,2026-08-12,252.54,returned,mobile_app
2000294,3832,2026-08-03,266.53,returned,mobile_app
2000295,14804,2026-08-19,448.88,shipped,mobile_app
2000296,1394,2026-08-19,143.21,returned,mobile_app
2000297,25057,2026-08-13,285.37,delivered,web
2000298,33829,2026-08-12,451.84,placed,marketplace
2000299,14862,2026-08-07,406.8,delivered,web
2000300,3,2026-08-02,346.14,returned,web
2000301,22405,2026-08-11,220.33,returned,marketplace
2000302,15028,2026-08-03,361.83,delivered,mobile_app
2000303,40430,2026-07-30,74.91,placed,web
2000304,35755,2026-08-16,203.47,delivered,marketplace
2000305,16886,2026-08-23,364.4,shipped,web
2000306,18772,2026-08-24,268.32,returned,web
2000307,19741,2026-08-11,53.65,returned,mobile_app
2000308,10159,2026-08-04,72.3,delivered,web
2000309,21353,2026-08-11,133.18,returned,web
2000310,13970,2026-07-30,417.32,returned,mobile_app
2000311,22529,2026-08-07,356.9,delivered,phone
2000312,41247,2026-08-24,302.59,shipped,web
2000313,4414,2026-07-30,118.23,returned,mobile_app
2000314,38652,2026-08-07,373.95,returned,phone
2000315,11526,2026-08-21,251.76,delivered,marketplace
2000316,29431,2026-07-31,65.73,placed,marketplace
2000317,25821,2026-08-19,442.87,delivered,marketplace
2000318,47499,2026-08-25,451.14,placed,web
2000319,21407,2026-08-02,463.12,delivered,mobile_app
2000320,11904,2026-08-20,357.79,shipped,mobile_app
2000321,3161,2026-08-09,27.87,placed,marketplace
2000322,1975,2026-07-28,218.35,delivered,marketplace
2000323,12624,2026-08-10,115.7,returned,mobile_app
2000324,48625,2026-08-01,292.23,shipped,web
2000325,22058,2026-07-28,31.69,placed,web
2000326,39909,2026-08-06,304.91,returned,mobile_app
2000327,14661,2026-08-10,284.65,placed,mobile_app
2000328,22886,2026-08-13,443.87,returned,mobile_app
2000329,16769,2026-08-15,105.54,delivered,phone
2000330,29943,2026-08-03,404.99,delivered,phone
2000331,39449,2026-08-08,262.44,returned,mobile_app
2000332,24448,2026-08-21,291.58,returned,marketplace
2000333,28807,2026-08-11,150.72,delivered,marketplace
2000334,13312,2026-08-19,91.24,placed,marketplace
2000335,3283,2026-08-18,478.19,shipped,phone
2000336,8024,2026-08-15,92.18,placed,phone
2000337,38933,2026-08-13,119.61,placed,phone
2000338,38253,2026-08-10,343.88,shipped,web
2000339,7020,2026-08-26,161.43,shipped,marketplace
2000340,15823,2026-08-06,133.25,delivered,phone
2000341,7858,2026-08-24,64.75,shipped,mobile_app
2000342,36327,2026-08-21,330.33,placed,mobile_app
2000343,36329,2026-08-10,431.27,shipped,marketplace
2000344,9843,2026-08-18,96.84,placed,marketplace
2000345,22208,2026-08-19,61.86,shipped,marketplace
2000346,41676,2026-08-18,205.72,shipped,marketplace
2000347,18934,2026-08-15,138.5,placed,phone
2000348,42218,2026-08-24,171.14,placed,phone
2000349,36586,2026-07-30,56.85,delivered,mobile_app
2000350,12104,2026-08-01,469.14,returned,marketplace
2000351,4310,2026-08-15,96.69,returned,phone
2000352,21020,2026-08-13,306.69,returned,mobile_app
2000353,38481,2026-08-12,134.03,placed,mobile_app
2000354,32316,2026-07-31,459.09,shipped,phone
2000355,35240,2026-08-15,63.06,delivered,web
2000356,9,2026-08-25,291.94,placed,phone
2000357,24698,2026-08-01,158.22,delivered,phone
2000358,8094,2026-08-10,318.15,returned,web
2000359,28123,2026-08-13,110.4,shipped,web
2000360,31741,2026-08-27,439.15,placed,web
2000361,3188,2026-08-15,91.55,returned,web
2000362,21155,2026-08-21,347.48,shipped,marketplace
2000363,43380,2026-08-11,375.08,placed,marketplace
2000364,46559,2026-08-27,35.07,shipped,marketplace
2000365,41699,2026-08-08,346.61,placed,phone
2000366,31113,2026-08-09,340.31,shipped,phone
2000367,6365,2026-08-24,31.68,delivered,mobile_app
2000368,48853,2026-08-25,439.28,returned,phone
2000369,12430,2026-08-04,178.05,delivered,web
2000370,11061,2026-08-18,127.92,returned,web
2000371,3749,2026-07-28,397.19,placed,marketplace
2000372,41669,2026-08-08,297.85,placed,mobile_app
2000373,24559,2026-08-18,146.57,delivered,web
2000374,6622,2026-08-23,347.41,returned,marketplace
2000375,13061,2026-08-06,277.03,delivered,phone
2000376,48662,2026-08-04,255.13,placed,mobile_app
2000377,36620,2026-08-23,210.0,delivered,web
2000378,25812,2026-08-10,340.17,shipped,phone
2000379,25865,2026-08-15,98.51,shipped,marketplace
2000380,28478,2026-08-11,209.19,placed,mobile_app
2000381,22947,2026-08-15,420.1,placed,marketplace
2000382,14933,2026-08-04,420.13,shipped,phone
2000383,39640,2026-08-08,242.21,returned,web
2000384,33080,2026-08-02,264.6,delivered,mobile_app
2000385,46039,2026-08-01,25.2,shipped,web
2000386,33258,2026-08-17,8.89,shipped,marketplace
2000387,26747,2026-08-21,230.98,placed,mobile_app
2000388,28118,2026-08-24,473.91,shipped,phone
2000389,22701,2026-08-20,322.96,delivered,phone
2000390,15585,2026-08-05,79.69,shipped,web
2000391,45166,2026-08-18,247.33,delivered,web
2000392,38305,2026-08-20,334.62,placed,mobile_app
2000393,26078,2026-08-20,371.79,placed,phone
2000394,13100,2026-08-11,235.08,placed,mobile_app
2000395,46793,2026-08-04,270.44,returned,web
2000396,24608,2026-08-21,284.65,delivered,phone
2000397,7350,2026-08-25,429.94,delivered,marketplace
2000398,1492,2026-08-04,226.27,delivered,mobile_app
2000399,47805,2026-08-06,210.99,shipped,phone
2000400,27473,2026-08-15,59.96,placed,mobile_app
2000401,4827,2026-08-25,368.43,shipped,marketplace
2000402,45996,2026-08-17,307.93,delivered,web
2000403,22523,2026-08-25,81.16,shipped,mobile_app
2000404,775,2026-08-26,137.91,returned,mobile_app
2000405,27729,2026-08-07,405.47,shipped,marketplace
2000406,45806,2026-08-07,332.28,delivered,web
2000407,3503,2026-08-02,54.12,returned,phone
2000408,47804,2026-07-29,289.51,delivered,web
2000409,42023,2026-08-04,195.79,returned,web
2000410,19818,2026-08-01,426.69,delivered,web
2000411,49868,2026-08-14,232.46,delivered,phone
2000412,21722,2026-08-27,97.05,delivered,marketplace
2000413,40616,2026-07-30,203.01,shipped,mobile_app
2000414,27130,2026-08-07,243.42,delivered,phone
2000415,45036,2026-07-30,457.72,returned,mobile_app
2000416,35281,2026-07-28,177.07,returned,mobile_app
2000417,47274,2026-08-26,78.5,delivered,mobile_app
2000418,26456,2026-08-24,400.37,placed,marketplace
2000419,17313,2026-08-25,23.89,delivered,mobile_app
2000420,17592,2026-08-08,134.06,placed,phone
2000421,38086,2026-08-08,421.53,delivered,mobile_app
2000422,25905,2026-08-10,9.95,shipped,web
2000423,22706,2026-08-12,86.03,shipped,web
2000424,31520,2026-08-27,260.85,delivered,web
2000425,3455,2026-08-24,441.16,delivered,mobile_app
2000426,46550,2026-07-31,112.59,shipped,web
2000427,17204,2026-08-13,415.66,placed,mobile_app
2000428,32894,2026-08-02,30.61,shipped,web
2000429,23645,2026-08-01,345.57,shipped,web
2000430,27574,2026-08-27,270.07,delivered,phone
2000431,1658,2026-08-12,46.57,placed,web
2000432,30327,2026-08-24,409.96,returned,mobile_app
2000433,44282,2026-08-20,420.76,shipped,mobile_app
2000434,35774,2026-07-30,10.28,shipped,mobile_app
2000435,46073,2026-07-31,319.58,returned,web
2000436,42446,2026-08-01,322.27,delivered,mobile_app
2000437,49660,2026-08-03,102.31,returned,phone
2000438,46759,2026-08-04,98.29,placed,marketplace
2000439,5932,2026-08-17,413.56,shipped,marketplace
2000440,43324,2026-08-10,186.63,delivered,web
2000441,10261,2026-08-20,31.59,shipped,marketplace
2000442,15392,2026-08-10,466.71,placed,mobile_app
2000443,26007,2026-07-31,411.52,delivered,marketplace
2000444,18700,2026-08-12,424.36,returned,phone
2000445,35823,2026-08-17,340.01,delivered,mobile_app
2000446,14672,2026-08-19,402.3,returned,web
2000447,32120,2026-08-19,203.99,returned,web
2000448,49948,2026-08-23,237.36,returned,mobile_app
2000449,44718,2026-08-12,257.56,delivered,marketplace
2000450,26540,2026-07-30,221.21,delivered,marketplace
2000451,9019,2026-08-21,439.25,returned,phone
2000452,40795,2026-08-11,346.61,returned,web
2000453,11343,2026-08-10,224.69,placed,web
2000454,26896,2026-08-08,480.71,returned,phone
2000455,34363,2026-08-09,316.0,returned,web
2000456,37051,2026-08-22,139.24,shipped,marketplace
2000457,16638,2026-07-29,177.16,placed,mobile_app
2000458,47011,2026-08-23,208.91,delivered,marketplace
2000459,29035,2026-07-28,287.8,shipped,web
2000460,4838,2026-08-14,392.86,returned,marketplace
2000461,18801,2026-08-23,5.84,delivered,mobile_app
2000462,3986,2026-08-19,160.69,placed,marketplace
2000463,11631,2026-08-11,250.36,delivered,mobile_app
2000464,7764,2026-08-12,402.41,shipped,web
2000465,25334,2026-08-15,409.1,shipped,web
2000466,32411,2026-08-25,78.41,delivered,marketplace
2000467,46277,2026-07-31,261.26,returned,phone
2000468,23879,2026-07-28,215.6,placed,mobile_app
2000469,30226,2026-08-03,267.39,placed,mobile_app
2000470,33478,2026-08-08,120.87,delivered,phone
2000471,42939,2026-08-04,355.48,delivered,mobile_app
2000472,49211,2026-08-03,266.27,returned,marketplace
2000473,2323,2026-07-28,137.63,placed,phone
2000474,49481,2026-08-24,457.77,shipped,phone
2000475,6768,2026-07-28,107.09,returned,marketplace
2000476,41588,2026-08-26,282.42,returned,web
2000477,9276,2026-08-22,62.57,shipped,mobile_app
2000478,17324,2026-07-28,320.12,delivered,web
2000479,31697,2026-08-10,137.31,returned,mobile_app
2000480,42768,2026-08-12,327.93,shipped,mobile_app
2000481,17705,2026-08-09,219.65,placed,phone
2000482,41333,2026-08-10,395.07,shipped,mobile_app
2000483,32225,2026-08-18,366.62,delivered,mobile_app
2000484,40597,2026-07-28,209.5,returned,mobile_app
2000485,49956,2026-08-04,19.37,shipped,web
2000486,519,2026-08-01,16.09,placed,phone
2000487,13223,2026-08-14,435.57,returned,web
2000488,4141,2026-08-25,57.14,returned,marketplace
2000489,17893,2026-07-30,246.38,delivered,marketplace
2000490,25599,2026-08-10,131.12,returned,phone
2000491,20466,2026-07-31,24.9,placed,marketplace
2000492,44950,2026-08-14,288.65,placed,phone
2000493,41024,2026-08-09,420.98,shipped,mobile_app
2000494,46734,2026-08-27,274.08,placed,mobile_app
2000495,45634,2026-08-14,268.18,delivered,marketplace
2000496,22699,2026-08-12,62.7,shipped,web
2000497,9510,2026-08-01,49.67,delivered,web
2000498,39808,2026-08-09,191.9,delivered,marketplace
2000499,23430,2026-08-11,335.0,shipped,phone
2000500,43747,2026-08-03,25.78,returned,marketplace
2000501,12170,2026-08-25,345.45,shipped,mobile_app
2000502,49341,2026-08-27,208.07,placed,marketplace
2000503,26068,2026-08-12,352.32,placed,mobile_app
2000504,42845,2026-08-04,438.21,placed,web
2000505,45912,2026-08-11,195.73,delivered,mobile_app
2000506,23244,2026-08-01,103.85,delivered,marketplace
2000507,47076,2026-08-01,438.16,delivered,mobile_app
2000508,28166,2026-08-22,284.36,shipped,phone
2000509,36446,2026-08-02,332.82,placed,mobile_app
2000510,27203,2026-08-02,53.26,delivered,marketplace
2000511,14647,2026-08-01,130.23,placed,mobile_app
2000512,7495,2026-08-07,232.51,placed,phone
2000513,11220,2026-08-26,52.19,shipped,web
2000514,28774,2026-07-29,7.89,placed,marketplace
2000515,37604,2026-08-27,492.03,placed,phone
2000516,11418,2026-08-19,119.23,placed,web
2000517,23903,2026-08-07,320.75,shipped,web
2000518,30166,2026-07-29,237.56,returned,mobile_app
2000519,20691,2026-08-02,337.39,shipped,phone
2000520,11676,2026-08-25,240.06,placed,web
2000521,49611,2026-08-18,413.32,delivered,mobile_app
2000522,4425,2026-08-19,264.8,shipped,marketplace
2000523,36610,2026-07-31,110.14,placed,web
2000524,15434,2026-08-13,348.35,returned,web
2000525,1649,2026-08-25,469.54,shipped,marketplace
2000526,43562,2026-08-13,396.28,placed,marketplace
2000527,40930,2026-08-19,76.16,shipped,phone
2000528,37991,2026-08-23,382.92,shipped,phone
2000529,15470,2026-08-18,25.96,delivered,mobile_app
2000530,49407,2026-08-06,30.6,delivered,phone
2000531,49514,2026-08-11,166.07,shipped,phone
2000532,4530,2026-08-13,70.56,shipped,web
2000533,21468,2026-08-13,406.71,returned,mobile_app
2000534,2764,2026-08-06,415.37,shipped,mobile_app
2000535,15919,2026-08-07,185.59,shipped,mobile_app
2000536,28610,2026-08-12,271.39,placed,web
2000537,40211,2026-08-21,137.93,placed,web
2000538,11254,2026-08-07,466.19,returned,web
2000539,45484,2026-08-10,58.3,delivered,web
2000540,34811,2026-08-25,259.76,returned,web
2000541,38830,2026-07-30,338.14,placed,marketplace
2000542,41533,2026-08-03,482.8,returned,marketplace
2000543,46963,2026-08-04,474.37,delivered,marketplace
2000544,4400,2026-07-31,203.28,shipped,mobile_app
